"document","topic","probability","published_date","title_tokens","clear_title","content_tokens","clear_content"
197,7,0.463768115942029,"13/04/2025","set, celebrate, pahela, baishakh","set celebr pahela baishakh","preparations, completed, celebration, pahela, baishakh, first, day, bangla, new, year1432, faculty, fine, arts, dhaka, university, making, lastminute, preparations, welcome, first, day, baishakh, fishing, work, various, materials, including, masks, already, almost, complete, bengali, new, year, celebrated, first, time, since, july, revolution, occasion, chaitra, sangkranti, pahela, baishakh, governmenternment, taken, twoday, elaborate, programmes, first, time, year, celebrate, nobo, barsho, inclusive, manner, involving, people, different, ethnic, groups, first, time, governmenternment, taken, initiative, organize, inclusive, festival, national, level, celebrate, bangla, new, year, 1432, new, years, ethnic, groups, including, chakma, marma, tripura, garo, according, handout, issued, cultural, affairs, ministry, celebration, bangla, new, year, 1432, will, mandatorily, begin, performance, national, anthem, song, esho, boishakh, esho, esho, morning, pahela, baishakh, nativeclick, ads, faculty, fine, arts, dhaka, university, will, organize, grand, procession, titled, barshobaran, ananda, shubhajatra, 9am, tomorrow, cultural, programme, pahela, baishakh, year, procession, will, held, inclusive, universal, manner, ensuring, participation, bangla, community, also, chakma, marma, tripura, garo, manipuri, ethnic, groups, well, female, footballers","prepar complet celebr pahela baishakh first dai bangla new year1432 faculti fine art dhaka univers make lastminut prepar welcom first dai baishakh fish work variou materi includ mask alreadi almost complet bengali new year celebr first time sinc juli revolut occas chaitra sangkranti pahela baishakh governmentern take twodai elabor programm first time year celebr nobo barsho inclus manner involv peopl differ ethnic group first time governmentern take initi organ inclus festiv nation level celebr bangla new year 1432 new year ethnic group includ chakma marma tripura garo accord handout issu cultur affair ministri celebr bangla new year 1432 will mandatorili begin perform nation anthem song esho boishakh esho esho morn pahela baishakh nativeclick ad faculti fine art dhaka univers will organ grand process titl barshobaran ananda shubhajatra 9am tomorrow cultur programm pahela baishakh year process will hold inclus univers manner ensur particip bangla commun also chakma marma tripura garo manipuri ethnic group good femal footbal"
983,7,0.461538461538462,"26/03/2025","5, eid, jamaats, held, baitul, mukarram","5 eid jamaat hold baitul mukarram","five, eid, jamaats, will, held, baitul, mukarram, national, mosque, day, eidulfitr, according, press, release, islamic, foundation, first, eid, jamaateislami, will, held, 7am, second, will, take, place, 8am, third, one, 9am, fourth, one, 10am, last, eid, jamaateislami, will, held, 1045am, baitul, mukarram, national, mosque, pesh, imam, hafez, mufti, maulana, muhibbullahil, baki, will, lead, first, congregation, second, congregation, will, led, senior, pesh, imam, hafez, mufti, maulana, mizanur, rahman, islamic, foundation, muhaddis, dr, maulana, mufti, waliur, rahman, khan, will, lead, third, eid, jamaateislami, fourth, one, will, conducted, islamic, foundation, dr, mushtaq, ahmed, islamic, foundation, mufti, md, abdullah, will, lead, fifth, last, congregation, eidulfitr, national, mosque, imam, conduct, eid, jamaateislami, islamic, foundation, deputy, director, maulana, md, jakir, hossain, will, lead, congregation","five eid jamaat will hold baitul mukarram nation mosqu dai eidulfitr accord press releas islam foundat first eid jamaateislami will hold 7am 2 will take place 8am 3 on 9am 4 on 10am last eid jamaateislami will hold 1045am baitul mukarram nation mosqu pesh imam hafez mufti maulana muhibbullahil baki will lead first congreg 2 congreg will lead senior pesh imam hafez mufti maulana mizanur rahman islam foundat muhaddi dr maulana mufti waliur rahman khan will lead 3 eid jamaateislami 4 on will conduct islam foundat dr mushtaq ahm islam foundat mufti md abdullah will lead 5 last congreg eidulfitr nation mosqu imam conduct eid jamaateislami islam foundat deputi director maulana md jakir hossain will lead congreg"
198,7,0.457943925233645,"14/04/2025","nation, celebrating, pahela, baishakh","nation celebr pahela baishakh","nation, celebrating, pahela, baishakh, first, day, bengali, new, year, 1432, monday, widespread, festivities, engaging, communities, ethnic, backgrounds, occasion, bangla, new, year, various, programmes, organised, public, venues, capital, elsewhere, across, country, entities, ministry, cultural, affairs, various, cultural, social, organisations, educational, institutions, taken, preparations, celebrate, day, amid, heightened, security, measures, occasion, day, begins, chhayanaut’s, traditional, cultural, event, ramna, park, dhaka, university, will, bring, main, traditional, new, year, procession, campus, recently, renamed, barshabaran, ananda, shobhajatra, place, mangal, shobhajatra, celebrated, 1989, du, authorities, said, brought, back, original, name, make, celebrations, inclusive, original, title, procession, ananda, shobhajatra, chief, adviser, professor, muhammad, yunus, sunday, statement, greeted, country’s, people, occasion, pahela, baishakh, statement, said, pahela, baishakh, one, symbols, harmony, nativeclick, ads, hindus, muslims, buddhists, christians, various, communities, peoples, hills, plains, country, together, people, country, diverse, languages, cultures, traditions, said, professor, yunus, cultural, organisation, chhayanaut, organises, pahela, baishakh, celebration, programme, ramna, green, biggest, event, organised, every, year, since, 1967, celebrate, bengali, new, year, chhayanaut, programme, began, 615am, playing, ahir, bhairab, raga, twohour, programme, features, solo, group, songs, recitations, including, singing, tagore, song, amar, mukti, aloy, aloy, dhaka, university, association, bangladesh, shilpakala, academy, will, organise, barshabaran, ananda, shobhajatra, will, start, 900am, du, faculty, fine, arts, premises, procession, will, carry, traditional, motifs, created, usual, students, teachers, faculty, year’s, procession, designed, inclusive, ever, welcoming, participation, ethnic, minority, groups, including, chakma, marma, tripura, garo, manipuri, others, female, footballers, will, also, take, part, festivities, group, will, present, cultural, identity, music, traditional, instruments, numerous, cultural, organizations, including, shurer, dhara, rishij, shilpigoshthi, bulbul, lalitakala, academy, garo, cultural, groups, will, stage, performances, department, theatre, performance, studies, dhaka, university, renowned, groups, will, also, take, part, processions, cultural, events, will, held, across, every, district, upazila, union, involving, people, communities, local, administrations, will, organize, traditional, fairs, cultural, shows, essay, contests, various, competitions, engage, public, educational, institutions, will, independently, celebrate, day, festive, programs, bangla, academy, bangladesh, small, cottage, industries, corporation, will, hold, weeklong, baishakhi, fair, discussion, sessions, bangladesh, folk, art, crafts, foundation, will, also, organize, new, year, fair, capital, du, shahbagh, metro, stations, will, remain, closed, pahela, baishakh, 800am, 1200pm, ensure, security, celebrations, besides, public, participation, pahela, baishakh, celebrations, will, allowed, 500pm, thereafter, entry, will, open, students, staff, concerned, ministry, cultural, affairs, will, organise, concert, together, drone, show, manik, miah, avenue, dhaka, today, 300pm, occasion, bangladesh, shilpakala, academy, bangla, academy, bangladesh, folk, art, crafts, foundation, will, also, organise, separate, cultural, events, fairs, celebrate, bengali, new, year, security, strengthened, across, administrative, levels, ensure, safe, peaceful, celebrations, law, enforcement, agencies, will, maintain, public, order, facilitating, free, access, event, venues, fire, service, civil, defence, will, standby, emergencies","nation celebr pahela baishakh first dai bengali new year 1432 mondai widespread festiv engag commun ethnic background occas bangla new year variou programm organis public venu capit elsewher across countri entiti ministri cultur affair variou cultur social organis educ institut take prepar celebr dai amid heighten secur measur occas dai begin chhayanaut’ tradit cultur event ramna park dhaka univers will bring main tradit new year process campu recent renam barshabaran ananda shobhajatra place mangal shobhajatra celebr 1989 du author sai bring back origin name make celebr inclus origin titl process ananda shobhajatra chief advis professor muhammad yunu sundai statement greet country’ peopl occas pahela baishakh statement sai pahela baishakh on symbol harmoni nativeclick ad hindu muslim buddhist christian variou commun peopl hill plain countri togeth peopl countri divers languag cultur tradit sai professor yunu cultur organis chhayanaut organis pahela baishakh celebr programm ramna green big event organis everi year sinc 1967 celebr bengali new year chhayanaut programm begin 615am plai ahir bhairab raga twohour programm featur solo group song recit includ sing tagor song amar mukti aloi aloi dhaka univers associ bangladesh shilpakala academi will organis barshabaran ananda shobhajatra will start 900am du faculti fine art premis process will carri tradit motif creat usual student teacher faculti year’ process design inclus ever welcom particip ethnic minor group includ chakma marma tripura garo manipuri other femal footbal will also take part festiv group will present cultur ident music tradit instrument numer cultur organ includ shurer dhara rishij shilpigoshthi bulbul lalitakala academi garo cultur group will stage perform depart theatr perform studi dhaka univers renown group will also take part process cultur event will hold across everi district upazila union involv peopl commun local administr will organ tradit fair cultur show essai contest variou competit engag public educ institut will independ celebr dai festiv program bangla academi bangladesh small cottag industri corpor will hold weeklong baishakhi fair discuss session bangladesh folk art craft foundat will also organ new year fair capit du shahbagh metro station will remain close pahela baishakh 800am 1200pm ensur secur celebr besid public particip pahela baishakh celebr will allow 500pm thereaft entri will open student staff concern ministri cultur affair will organis concert togeth drone show manik miah avenu dhaka todai 300pm occas bangladesh shilpakala academi bangla academi bangladesh folk art craft foundat will also organis separ cultur event fair celebr bengali new year secur strengthen across administr level ensur safe peac celebr law enforc agenc will maintain public order facilit free access event venu fire servic civil defenc will standbi emerg"
593,7,0.442748091603053,"01/05/2025","venues, key, dates, announced, icc, women’s, t20, world, cup","venu kei date announc icc women’ t20 world cup","seven, venues, confirmed, host, icc, women’s, t20, world, cup, next, year, england, historic, lord’s, cricket, ground, confirmed, venue, final, icc, women’s, t20, world, cup, 2026, title, clash, set, 5, july, announcement, made, 1, may, launch, event, lord’s, also, revealed, edgbaston, hampshire, bowl, headingley, old, trafford, cricket, ground, oval, bristol, county, ground, will, host, matches, tournament, icc, women’s, t20, world, cup, 2026, will, begin, 12, june, span, 24, days, featuring, 33, matches, reaching, grand, finale, lord’s, full, tournament, schedule, will, unveiled, due, course, expanded, field, 12, teams, largest, ever, women’s, t20, world, cup, edition, promises, competitive, yet, best, world, vie, prestigious, title, eight, teams, hosts, england, australia, india, new, zealand, pakistan, south, africa, sri, lanka, west, indies, already, secured, spots, icc, women’s, t20, world, cup, 2026, four, additional, teams, will, join, qualifier, scheduled, next, year, 12, teams, will, split, two, groups, six, group, stage, followed, knockout, rounds, finals","seven venu confirm host icc women’ t20 world cup next year england histor lord’ cricket grind confirm venu final icc women’ t20 world cup 2026 titl clash set 5 juli announc make 1 mai launch event lord’ also reveal edgbaston hampshir bowl headinglei old trafford cricket grind oval bristol counti grind will host match tournament icc women’ t20 world cup 2026 will begin 12 june spin 24 dai featur 33 match reach grand final lord’ full tournament schedul will unveil due cours expand field 12 team larg ever women’ t20 world cup edit promis competit yet good world vie prestigi titl eight team host england australia india new zealand pakistan south africa sri lanka west indi alreadi secur spot icc women’ t20 world cup 2026 four addit team will join qualifi schedul next year 12 team will split two group six group stage follow knockout round final"
298,7,0.441441441441441,"18/04/2025","bangladesh, shows, great, performance, start, ahf, cup","bangladesh show great perform start ahf cup","defending, champions, bangladesh, national, men, hockey, beat, kyrgyzstan, 51, goals, pool, b, opening, match, held, jakarta, indonesia, friday, men, red, green, won, ahf, cup, title, last, four, editions, 2008, 2012, 2016, 2022, respectively, will, play, second, match, indonesia, sunday, bangladesh, will, play, remaining, two, group, matches, thailand, sri, lanka, april, 22, 23, respectively, barren, first, quarter, bangladesh, took, lead, 24th, minute, asharaful, islam, scored, first, goal, converting, penalty, corner, 24th, minute, lead, last, minutes, agymtay, restored, party, kazakhstan, also, penalty, corner, 30th, minute, match, bangladesh, went, ahead, naim, uddin, rakibul, hasan, scored, two, goals, 38th, 39th, minutes, respectively, shohanur, rahman, sobuj, widened, bangladesh, margin, third, quarter, scoring, fourth, goal, 44th, minute, ashraful, sealed, victory, scoring, second, fifth, goal, bangladesh, 59th, minute, match, sohanur, rahman, sobuj, bangladesh, named, player, match, impressive, performance, match","defend champion bangladesh nation man hockei beat kyrgyzstan 51 goal pool b open match hold jakarta indonesia fridai man red green win ahf cup titl last four edit 2008 2012 2016 2022 respect will plai 2 match indonesia sundai bangladesh will plai remain two group match thailand sri lanka april 22 23 respect barren first quarter bangladesh take lead 24th minut ashara islam score first goal convert penalti corner 24th minut lead last minut agymtai restor parti kazakhstan also penalti corner 30th minut match bangladesh go ahead naim uddin rakibul hasan score two goal 38th 39th minut respect shohanur rahman sobuj widen bangladesh margin 3 quarter score 4 goal 44th minut ashra seal victori score 2 5 goal bangladesh 59th minut match sohanur rahman sobuj bangladesh name player match impress perform match"
807,8,0.632530120481928,"10/05/2025","meet, demand, within, one, hour, face, march, jamuna, hasnat","meet demand within on hour face march jamuna hasnat","chief, organizer, national, citizen, party, southern, region, hasnat, abdullah, threatened, governmenternment, demand, ban, awami, league, met, within, one, hour, will, hold, march, jamuna, program, hasnat, abdullah, made, threat, gathering, shahbagh, intersection, capital, saturday, night, ncp, leader, said, ban, awami, league, given, one, hour, announcement, made, within, one, hour, will, besiege, jamuna, leaders, activists, different, political, parties, common, people, gathered, shahbagh, intersection, capital, demanding, ban, awami, league, people, started, gathering, around, 200pm, saturday, program, began, 300pm, students, people, also, blocked, shahbagh, intersection, capital, friday, demanding, complete, ban, awami, league, took, position, shahbagh, intersection, around, 445pm, friday, stopping, traffic, movement, chief, organizer, national, citizen, party, southern, region, hasnat, abdullah, called, program, nativeclick, ads, earlier, students, people, took, position, front, chief, adviser’s, residence, state, guesthouse, jamuna, press, home, demand, wake, situation, advisory, council, interim, governmenternment, holding, emergency, meeting","chief organ nation citizen parti southern region hasnat abdullah threaten governmentern demand ban awami leagu meet within on hour will hold march jamuna program hasnat abdullah make threat gather shahbagh intersect capit saturdai night ncp leader sai ban awami leagu give on hour announc make within on hour will besieg jamuna leader activist differ polit parti common peopl gather shahbagh intersect capit demand ban awami leagu peopl start gather around 200pm saturdai program begin 300pm student peopl also block shahbagh intersect capit fridai demand complet ban awami leagu take posit shahbagh intersect around 445pm fridai stop traffic movement chief organ nation citizen parti southern region hasnat abdullah call program nativeclick ad earli student peopl take posit front chief adviser’ resid state guesthous jamuna press home demand wake situat advisori council interim governmentern hold emerg meet"
808,8,0.605263157894737,"10/05/2025","police, bar, march, jamuna","polic bar march jamuna","police, obstructed, march, jamuna, program, front, intercontinental, holel, capital, saturday, night, demanding, ban, awami, league, earlier, chief, organizer, national, citizen, party, southern, region, hasnat, abdullah, threatened, governmenternment, demand, ban, awami, league, met, within, one, hour, will, hold, march, jamuna, program, hasnat, abdullah, made, threat, gathering, shahbagh, intersection, capital, saturday, night, ncp, leader, said, ban, awami, league, given, one, hour, announcement, made, within, one, hour, will, besiege, jamuna, later, started, towards, jamuna, state, guest, house, residence, chief, adviser, leaders, activists, different, political, parties, common, people, gathered, shahbagh, intersection, capital, demanding, ban, awami, league, people, started, gathering, around, 200pm, saturday, program, began, 300pm, students, people, also, blocked, shahbagh, intersection, capital, friday, demanding, complete, ban, awami, league, nativeclick, ads, took, position, shahbagh, intersection, around, 445pm, friday, stopping, traffic, movement, chief, organizer, national, citizen, party, southern, region, hasnat, abdullah, called, program, earlier, students, people, took, position, front, chief, adviser’s, residence, state, guesthouse, jamuna, press, home, demand, wake, situation, advisory, council, interim, governmenternment, now, holding, emergency, meeting","polic obstruct march jamuna program front intercontinent holel capit saturdai night demand ban awami leagu earli chief organ nation citizen parti southern region hasnat abdullah threaten governmentern demand ban awami leagu meet within on hour will hold march jamuna program hasnat abdullah make threat gather shahbagh intersect capit saturdai night ncp leader sai ban awami leagu give on hour announc make within on hour will besieg jamuna late start toward jamuna state guest hous resid chief advis leader activist differ polit parti common peopl gather shahbagh intersect capit demand ban awami leagu peopl start gather around 200pm saturdai program begin 300pm student peopl also block shahbagh intersect capit fridai demand complet ban awami leagu nativeclick ad take posit shahbagh intersect around 445pm fridai stop traffic movement chief organ nation citizen parti southern region hasnat abdullah call program earli student peopl take posit front chief adviser’ resid state guesthous jamuna press home demand wake situat advisori council interim governmentern now hold emerg meet"
803,8,0.528455284552846,"10/05/2025","mass, gathering, shahbagh, demanding, ban, al","mass gather shahbagh demand ban al","leaders, activists, different, political, parties, common, people, gathering, shahbagh, intersection, capital, demanding, ban, awami, league, people, started, gathering, around, 200pm, saturday, program, began, 300pm, students, people, also, blocked, shahbagh, intersection, capital, friday, demanding, complete, ban, awami, league, took, position, shahbagh, intersection, around, 445pm, friday, stopping, traffic, movement, chief, organizer, national, citizen, party, southern, region, hasnat, abdullah, called, program, earlier, students, people, took, position, front, chief, adviser’s, residence, state, guesthouse, jamuna, press, home, demand, wake, situation, advisory, council, interim, governmenternment, going, hold, emergency, meeting, nativeclick, ads","leader activist differ polit parti common peopl gather shahbagh intersect capit demand ban awami leagu peopl start gather around 200pm saturdai program begin 300pm student peopl also block shahbagh intersect capit fridai demand complet ban awami leagu take posit shahbagh intersect around 445pm fridai stop traffic movement chief organ nation citizen parti southern region hasnat abdullah call program earli student peopl take posit front chief adviser’ resid state guesthous jamuna press home demand wake situat advisori council interim governmentern go hold emerg meet nativeclick ad"
790,8,0.522388059701492,"09/05/2025","nahid, threatens, march, dhaka, program","nahid threaten march dhaka program","convener, national, citizen, party, md, nahid, islam, threatened, governmenternment, studentpeople, will, announce, march, dhaka, program, across, country, authorities, delay, ban, awami, league, nahid, islam, made, threat, post, verified, facebook, page, shahbagh, blockade, movement, friday, night, expects, forces, behind, last, year’s, antifascist, uprising, will, stay, united, question, banning, awami, league, country’s, sovereignty, students, people, blocked, shahbagh, intersection, capital, demanding, complete, ban, awami, league, took, position, shahbagh, intersection, around, 445pm, friday, stopping, traffic, movement, chief, organizer, national, citizen, party, southern, region, hasnat, abdullah, called, program, earlier, students, people, took, position, front, chief, adviser’s, residence, state, guesthouse, jamuna, demanding, complete, ban, awami, league, nativeclick, ads","conven nation citizen parti md nahid islam threaten governmentern studentpeopl will announc march dhaka program across countri author delai ban awami leagu nahid islam make threat post verifi facebook page shahbagh blockad movement fridai night expect forc behind last year’ antifascist upris will stai unit question ban awami leagu country’ sovereignti student peopl block shahbagh intersect capit demand complet ban awami leagu take posit shahbagh intersect around 445pm fridai stop traffic movement chief organ nation citizen parti southern region hasnat abdullah call program earli student peopl take posit front chief adviser’ resid state guesthous jamuna demand complet ban awami leagu nativeclick ad"
929,8,0.493333333333333,"15/05/2025","kakrail, abuzz, slogans, jnu, students","kakrail abuzz slogan jnu student","jagannath, university, students, continued, sitin, kakrail, intersection, capital, demanding, four, points, entire, area, including, kakrail, intersection, become, abuzz, various, protest, slogans, jagannath, university, authorities, announced, university, remain, shut, demands, met, professor, md, rais, uddin, general, secretary, jagannath, university, teachers, association, made, announcement, ongoing, protest, kakrail, dhaka, thursday, afternoon, prof, rais, uddin, said, come, speak, anyone, come, hatch, conspiracy, come, demand, rights, press, home, demands, will, return, home, without, realizing, demands, jagannath, university, shutdown, will, continue, demands, met, educational, activities, university, will, continue, students, teachers, jagannath, university, continued, sitin, protest, road, front, kakrail, mosque, press, home, demands, agitating, students, announced, will, continue, protest, demands, met, also, demanding, justice, police, action, long, march, toward, chief, adviser’s, residence, yesterday, vehicular, movement, kakrail, junction, remained, suspended, due, student, sitin, causing, traffic, congestion, surrounding, areas, nativeclick, ads","jagannath univers student continu sitin kakrail intersect capit demand four point entir area includ kakrail intersect becom abuzz variou protest slogan jagannath univers author announc univers remain shut demand meet professor md rai uddin gener secretari jagannath univers teacher associ make announc ongo protest kakrail dhaka thursdai afternoon prof rai uddin sai come speak anyon come hatch conspiraci come demand right press home demand will return home without realiz demand jagannath univers shutdown will continu demand meet educ activ univers will continu student teacher jagannath univers continu sitin protest road front kakrail mosqu press home demand agit student announc will continu protest demand meet also demand justic polic action long march toward chief adviser’ resid yesterdai vehicular movement kakrail junction remain suspend due student sitin caus traffic congest surround area nativeclick ad"
303,9,0.398496240601504,"19/04/2025","peace, journalism, digital, age, hwpl, explores, ethics, ai, global, cooperation","peac journal digit ag hwpl explor ethic ai global cooper","hwpl, international, workshop, peace, journalism, studies, held, april, 17, 2025, brought, together, journalists, scholars, peace, practitioners, explore, peace, journalism, can, help, address, global, challenges, misinformation, conflict, era, rapid, digital, transformation, event, hosted, online, international, peace, ngo, heavenly, culture, world, peace, restoration, light, around, 200, participants, joining, 50, countries, theme, transforming, conflict, ai, cultural, understanding, key, focus, workshop, growing, impact, artificial, intelligence, journalism, discussions, explored, journalists, can, responsibly, integrate, new, technologies, upholding, essential, values, accuracy, fairness, empathy, event, also, featured, discussions, centered, recent, publication, peace, journalism, studies, journal, highlights, peace, journalism’s, potential, foster, reconciliation, crosscultural, understanding, especially, regions, affected, conflict, case, studies, demonstrate, constructive, reporting, can, help, bridge, divides, support, longterm, peacebuilding, congratulatory, message, mr, berry, lwando, director, general, zambia, national, broadcasting, corporation, remarked, today’s, fastpaced, media, landscape, choose, highlight, matters, peace, journalism, isn’t, ignoring, conflict, it’s, framing, ways, invite, dialogue, division, that’s, responsibility, carry, hon, noel, lipipa, member, malawian, parliament, blantyre, city, south, constituency, also, delivered, congratulatory, message, i’m, inspired, work, done, explore, ai, cultural, understanding, can, help, reshape, tell, stories, resolve, conflict, world, needs, storytellers, committed, peace, article, director, news, sports, current, affairs, abs, tv, radio, antigua, barbuda, mr, garfield, burford, underscores, importance, evidencebased, reporting, counter, misinformation, ai, can, make, journalism, efficient, cautions, also, raises, concerns, accuracy, trust, emphasizes, ethical, judgment, human, empathy, remain, essential, work, journalist, mr, sijam, sinjali, ceo, agleshwori, hills, development, trust, nepal, discusses, role, peace, journalism, encouraging, nonviolent, conflict, resolution, essay, explores, challenges, ethical, responsibilities, peace, journalists, face, technology, may, help, support, informed, solutionoriented, reporting, nativeclick, ads, philippines, dr, musa, damao, executive, director, bangsamoro, dialogue, peace, justice, inc, highlights, peace, journalism, supports, bangsamoro, peace, process, advocates, integrating, peace, education, school, curricula, highlights, morally, grounded, journalism, can, contribute, lasting, peace, development, ceo, varna, institute, peace, research, austria, mr, josef, mühlbauer, explores, open, dialogue, debate, can, help, challenge, harmful, narratives, references, varna, peace, institute, podcast, platform, open, discussions, help, uncover, root, causes, conflict, promote, understanding, contribution, ms, tuty, purwaningsih, director, media, desa, indonesia, looks, families, communities, teach, values, like, tolerance, empathy, media, can, amplify, efforts, focusing, constructive, stories, workshop, also, aligned, hwpl’s, broader, peace, initiatives, particularly, declaration, peace, cessation, war, article, 10, dpcw, spreading, culture, peace, emphasizes, role, media, promoting, harmony, responsible, communication, hwpl, continues, advocate, journalism, contributes, peaceful, inclusive, society, event, concluded, call, stronger, collaboration, among, journalists, academics, peacebuilders, reaffirming, shared, commitment, ethical, thoughtful, journalism, rapidly, evolving, media, environment","hwpl intern workshop peac journal studi hold april 17 2025 bring togeth journalist scholar peac practition explor peac journal can help address global challeng misinform conflict era rapid digit transform event host onlin intern peac ngo heavenli cultur world peac restor light around 200 particip join 50 countri theme transform conflict ai cultur understand kei focu workshop grow impact artifici intellig journal discuss explor journalist can responsibli integr new technologi uphold essenti valu accuraci fair empathi event also featur discuss center recent public peac journal studi journal highlight peac journalism’ potenti foster reconcili crosscultur understand especi region affect conflict case studi demonstr construct report can help bridg divid support longterm peacebuild congratulatori messag mr berri lwando director gener zambia nation broadcast corpor remark today’ fastpac medium landscap choos highlight matter peac journal isn’t ignor conflict it’ frame wai invit dialogu divis that’ respons carri hon noel lipipa member malawian parliament blantyr citi south constitu also deliv congratulatori messag i’m inspir work do explor ai cultur understand can help reshap tell stori resolv conflict world need storytel commit peac articl director new sport current affair ab tv radio antigua barbuda mr garfield burford underscor import evidencebas report counter misinform ai can make journal effici caution also rais concern accuraci trust emphas ethic judgment human empathi remain essenti work journalist mr sijam sinjali ceo agleshwori hill develop trust nepal discuss role peac journal encourag nonviol conflict resolut essai explor challeng ethic respons peac journalist face technologi mai help support inform solutionori report nativeclick ad philippin dr musa damao execut director bangsamoro dialogu peac justic inc highlight peac journal support bangsamoro peac process advoc integr peac educ school curriculum highlight moral ground journal can contribut last peac develop ceo varna institut peac research austria mr josef mühlbauer explor open dialogu debat can help challeng harm narr refer varna peac institut podcast platform open discuss help uncov root caus conflict promot understand contribut m tuti purwaningsih director medium desa indonesia look famili commun teach valu like toler empathi medium can amplifi effort focu construct stori workshop also align hwpl’ broad peac initi particularli declar peac cessat war articl 10 dpcw spread cultur peac emphas role medium promot harmoni respons commun hwpl continu advoc journal contribut peac inclus societi event conclud call strong collabor among journalist academ peacebuild reaffirm share commit ethic thought journal rapidli evolv medium environ"
622,9,0.367231638418079,"03/05/2025","bangladesh, advances, press, freedom, index, due, absence, government, interference","bangladesh advanc press freedom index due absenc govern interfer","information, broadcasting, adviser, md, mahfuj, alam, said, bangladesh, advanced, 16, notches, world, press, freedom, index, year, due, absence, governmenternment, interference, media, said, responding, bangladesh’s, position, wpfi, published, website, reporters, without, borders, friday, referring, interim, governmenternment’s, initiatives, establish, media, freedom, adviser, said, media, outlets, country, including, bangladesh, betar, bangladesh, television, now, free, governmenternment, influence, governmenternment, interfering, media, organization, making, telephone, calls, added, governmenternment, already, taken, several, initiatives, free, strengthen, country’s, media, said, adding, bangladesh’s, 16place, advancement, wpfi, proves, governmenternment, working, free, strengthen, country, media, mahfuj, alam, said, several, reform, activities, will, undertaken, soon, per, recommendations, media, reform, commission, adviser, expressed, hope, bangladesh, will, move, steps, wpfi, next, year, rights, country, journalists, media, professionals, will, protected, bangladesh, ranked, 149th, 180, countries, wpfi2025, published, website, parisbased, organization, rsf, occasion, world, press, freedom, day, may, 3, nativeclick, ads, bangladesh’s, rank, 165th, index, last, year, neighboring, india, staying, twoplace, bangladesh’s, position, index, year, securing, 151st, place, awami, league, governmenternment, took, office, 2009, bangladesh’s, position, 121st, index, awami, league, rule, bangladesh, slipped, 44, places, index, last, 15, years","inform broadcast advis md mahfuj alam sai bangladesh advanc 16 notch world press freedom index year due absenc governmentern interfer medium sai respond bangladesh’ posit wpfi publish websit report without border fridai refer interim governmenternment’ initi establish medium freedom advis sai medium outlet countri includ bangladesh betar bangladesh televis now free governmentern influenc governmentern interfer medium organ make telephon call add governmentern alreadi take sever initi free strengthen country’ medium sai add bangladesh’ 16place advanc wpfi prove governmentern work free strengthen countri medium mahfuj alam sai sever reform activ will undertak soon per recommend medium reform commiss advis express hope bangladesh will move step wpfi next year right countri journalist medium profession will protect bangladesh rank 149th 180 countri wpfi2025 publish websit parisbas organ rsf occas world press freedom dai mai 3 nativeclick ad bangladesh’ rank 165th index last year neighbor india stai twoplac bangladesh’ posit index year secur 151st place awami leagu governmentern take offic 2009 bangladesh’ posit 121st index awami leagu rule bangladesh slip 44 place index last 15 year"
