"section","url","title","published_date","content","clean_title","clean_content"
"science-technology","https://www.risingbd.com/english/science-technology/news/111562","SSC exams begin Thursday","09/04/2025","The Secondary School Certificate (SSC) and its equivalent examinations-2025 will begin Thursday (April 10) and will end May 13. The three-hour tests will start at 10am. Candidates will be able to use ordinary scientific calculators during the exams. However, no one other than the center secretary will be allowed to use mobile phones in the exam halls. The Dhaka Metropolitan Police (DMP) has imposed a restriction on public movement within 200 yards of examination centres. The SSC and SSC (Vocational), Dakhil and Dakhil (Vocational) examinations will be held at various examination centers in Dhaka Metropolitan City.","ssc exam begin thursdai","secondari school certif ssc equival examin will begin thursdai april will end mai threehour test will start candid will abl us ordinari scientif calcul exam howev on center secretari will allow us mobil phone exam hall dhaka metropolitan polic dmp impos restrict public movement within yard examin centr ssc ssc vocat dakhil dakhil vocat examin will hold variou examin center dhaka metropolitan citi"
"science-technology","https://www.risingbd.com/english/science-technology/news/111563","Reforms in four sectors will create 35 lakh jobs ","09/04/2025","If the country can carry out the necessary reforms in four sectors, there is a possibility of attracting a large number of foreign investments and it is estimated that this will create about 35 lakh new jobs. The four sectors are - eco-friendly ready-made garments, housing for the middle class, paint and dyeing industry and digital financial services. These things were said in the report titled ‘Country Private Sector Diagnostic’ of the World Bank Group at the Bangladesh Investment Summit 2025 on Wednesday. These sectors, it argues, are mature and politically feasible enough to be restructured in ways that could create millions of jobs, draw both local and foreign investment, and spark a ripple effect of productivity in other interconnected sectors. In recent days, there has been much talk about Bangladesh's investment scenario with the government taking steps to woo global investors. The four-day summit, somewhat overshadowed by concerns surrounding the new US tariff policy, which went into effect on April 9, is meant to provide a boost in this regard. For this, reforms are essential even while new deals and commitments are being made. With proper reforms, the WB report estimates, the construction sector alone could add over two million jobs annually by supporting new housing developments for middle-income families.","reform four sector will creat lakh job","countri can carri necessari reform four sector possibl attract larg numb foreign invest estim will creat lakh new job four sector ecofriendli readymad garment hous middl class paint dye industri digit financi servic thing say report titl countri privat sector diagnost world bank group bangladesh invest summit wednesdai sector argu matur polit feasibl enough restructur wai creat million job draw local foreign invest spark rippl effect product interconnect sector recent dai much talk bangladesh invest scenario governmentern take step woo global investor fourdai summit somewhat overshadow concern surround new u tariff polici go effect april mean provid boost regard reform essenti even new deal commit make proper reform wb report estim construct sector alon add two million job annual support new hous develop middleincom famili"
"science-technology","https://www.risingbd.com/english/science-technology/news/111564","Walton wins Excellence in Investment Award-2025 ","09/04/2025","Bangladesh's super brand and tech giant Walton has been honoured with the 'Excellence in Investment Award 2025' for its contribution to significant and impactful investments within the economy of Bangladesh. Bangladesh Development Authority (BIDA) awarded Walton this prestigious recognition under the ESG (Environmental, Social and Governance) category. Chief Adviser Professor Dr. Muhammad Yunus handed over the award to Walton Hi-Tech Industries PLC's Managing Director S M Mahbubul Alam at the 'Bangladesh Investment Summit 2025' held at Intercontinental Hotel in the capital on Wednesday. BIDA'a Executive Chairman Ashik Chowdhury and Chief Adviser's Special Envoy on International Affairs Lutfey Siddiqi were also present on the occasion. In response to receiving the award, Walton Hi-Tech's Managing Director S M Mahbubul Alam said, “Walton is committed to fostering sustainable growth, creating employment opportunities and driving innovation. Thus, Walton has made huge investments in the electronics and high-tech industries in the country which have created employment for around hundred thousand people. Walton has been achieving new milestones in the production and export of import-substitute products. In recognition of these initiatives, Walton was awarded the 'Excellence in Investment Award 2025' at the 'Bangladesh Investment Summit 2025'. Thanks to the Bangladesh Investment Development Authority for giving Walton this prestigious award.” He also said, “Walton is always working on technological upgradation according to the needs of customers. Therefore, more investment is being made in the new automation technologies of the fourth industrial revolution. Walton has focused on creating its strong footprint in the local and global markets. In addition, Walton has been making significant investment on research and innovation to produce innovative products with new technologies and features. As a part of our commitment to environmental protection, eco-friendly technologies are being incorporated into production processes and products. Our efforts to produce innovative products will continue.” The Walton Hi-Tech's managing director also noted that Walton is strongly committed to the government's vision of building a green and carbon-free Bangladesh. In line with this commitment, a 6.5 MW rooftop solar project has already been installed at Walton Headquarters in Gazipur and another 13.5 MW project is now under implementation. At present, Walton has sufficient capacity to install a total of 50 MW solar power projects in its industrial facilities, through which it will be possible to significantly reduce dependence on conventional energy, reduce carbon emissions and contribute to achieving the national renewable energy target. To attract more domestic and foreign investment to Bangladesh, BIDA has awarded the ‘Excellence in Investment Award 2025’ to successful investors who have made special contributions to the investment sector in the last fiscal years 2021-22, 2022-23 and 2023-24 and have strengthened the economy of Bangladesh through investment. NativeClick Ads","walton win excel invest award","bangladesh super brand tech giant walton honour excel invest award contribut signific impact invest within economi bangladesh bangladesh develop author bida award walton prestigi recognit esg environment social govern categori chief advis professor dr muhammad yunu hand award walton hitech industri plc manag director  be mahbubul alam bangladesh invest summit hold intercontinent hotel capit wednesdai bidaa execut chairman ashik chowdhuri chief advis special envoi intern affair lutfei siddiqi also present occas respons receiv award walton hitech manag director  be mahbubul alam say walton commit foster sustain growth creat employ opportun drive innov thu walton make huge invest electron hightech industri countri creat employ around hundr thousand peopl walton achiev new mileston product export importsubstitut product recognit initi walton award excel invest award bangladesh invest summit thank bangladesh invest develop author give walton prestigi award also say walton alwai work technolog upgrad accord need custom therefor invest make new autom technologi 4 industri revolut walton focus creat strong footprint local global market addit walton make signific invest research innov produc innov product new technologi featur part commit environment protect ecofriendli technologi incorpor product process product effort produc innov product will continu walton hitech manag director also note walton strongli commit governmentern vision build green carbonfre bangladesh line commit mw rooftop solar project alreadi instal walton headquart gazipur anoth mw project now implement present walton suffici capac instal total mw solar power project industri facil will possibl significantli reduc depend convent energi reduc carbon emiss contribut achiev nation renew energi target attract domest foreign invest bangladesh bida award excel invest award success investor make special contribut invest sector last fiscal year strengthen economi bangladesh invest nativeclick ad"
"science-technology","https://www.risingbd.com/english/science-technology/news/111565","India cancels transshipment facility for Bangladesh","09/04/2025","India has canceled the transshipment facility that allowed Bangladesh to transport commodities to third countries using Indian territory. Now, there will be no scope to export Bangladeshi products to Nepal and Bhutan through the land route. The Indian Central Board of Indirect Taxes and Customs (CBIC) issued a circular on Tuesday, officially withdrawing the transshipment facility. At the same time, it repealed its previous order dated 29 June 2020, which had enabled the transshipment. According to information available on the CBIC’s official website, the 2020 order permitted Bangladeshi exports to third countries to transit through Indian customs stations and exit via other ports or airports within India. This arrangement, known as transshipment, enabled Bangladeshi cargo to reach Nepal and Bhutan by passing through Indian land routes and switching transport vehicles at designated customs points. The new order stipulates that the facility is no longer valid. However, goods that are already in transit within Indian territory under the previous arrangement will be allowed to exit the country without hindrance. Under the transshipment process, Bangladeshi goods destined for Nepal and Bhutan travel through Indian land routes, where the cargo is transferred from one vehicle to another at the border and Indian customs checkpoints. The decision to revoke this facility is likely to impact trade logistics and export operations between Bangladesh and its landlocked neighbors. NativeClick Ads The Indian authorities have not provided any specific reason for the withdrawal of the service.","india cancel transship facil bangladesh","india cancel transship facil allow bangladesh transport commod 3 countri us indian territori now will scope export bangladeshi product nepal bhutan land rout indian central board indirect tax custom cbic issu circular tuesdai offici withdraw transship facil time repeal previou order date june enabl transship accord inform avail cbic’ offici websit order permit bangladeshi export 3 countri transit indian custom station exit via port airport within india arrang know transship enabl bangladeshi cargo reach nepal bhutan pass indian land rout switch transport vehicl design custom point new order stipul facil long valid howev good alreadi transit within indian territori previou arrang will allow exit countri without hindranc transship process bangladeshi good destin nepal bhutan travel indian land rout cargo transfer on vehicl anoth border indian custom checkpoint decis revok facil like impact trade logist export oper bangladesh landlock neighbor nativeclick ad indian author provid specif reason withdraw servic"
"science-technology","https://www.risingbd.com/english/science-technology/news/111566","Court orders to freeze Tk 16 crore of Hasina family","09/04/2025","A Dhaka court has ordered to freeze a fixed deposit (FD) account titled Bangabandhu Memorial Trust Fund of ousted prime minister Sheikh Hasina, her son Sajeeb Wazed, daughter Saima Wazed and her sister Sheikh Rehana at NCC Bank PLC. Dhaka Metropolitan Senior Special Judge Md Zakir Hossain Galib passed the order on Wednesday, allowing a plea of the Anti-Corruption Commission (ACC). ACC deputy director Monirul Islam filed the plea before the court, saying the FD is of Taka 16.12 crore. “Sheikh Hasina, Sajeeb Wazed, Saima Wazed and Sheikh Rehana are trying to hand over, transfer the movable properties from their accounts and that is why the account should be frozen,” the plea said.","court order freez tk crore hasina famili","dhaka court order freez fix deposit fd account titl bangabandhu memori trust fund oust prime minist sheikh hasina son sajeeb waze daughter saima waze sister sheikh rehana ncc bank plc dhaka metropolitan senior special judg md zakir hossain galib pass order wednesdai allow plea anticorrupt commiss acc acc deputi director monirul islam file plea court sai fd taka crore sheikh hasina sajeeb waze saima waze sheikh rehana try hand transfer movabl properti account account freeze plea say"
"science-technology","https://www.risingbd.com/english/science-technology/news/111567","ADB lowers Bangladesh growth forecast to 3.9% ","09/04/2025","The Asian Development Bank (ADB) has revised down its GDP growth forecast for Bangladesh to 3.9 percent for the current fiscal year 2024-25. The ADB had earlier projected a 4.3 percent growth for FY25, reflecting a subdued outlook amid political uncertainty, supply disruptions and tight monetary policy. It was disclosed at a press conference at the Dhaka office of ADB at Agargaon in the capital on Wednesday. The April edition of its Asian Development Outlook was presented there. ADB Country Director for Bangladesh Hoe Yun Jeong made the opening and closing remarks as well as responded to the queries of the reporters. ADB Country Economist Chandan Sapkota made a power-point presentation. The press conference cited persistent economic challenges but expected the economy to recover in the next fiscal year. Political instability, natural hazards, factory disruptions due to worker protests, and high inflation weighed on demand and overall growth, it said. Agricultural growth is likely to moderate following repeated floods, while industry growth is expected to improve marginally with a rebound in manufacturing aided by export growth, added the report.","adb low bangladesh growth forecast","asian develop bank adb revis gdp growth forecast bangladesh percent current fiscal year adb early project percent growth fy reflect subdu outlook amid polit uncertainti suppli disrupt tight monetari polici disclos press confer dhaka offic adb agargaon capit wednesdai april edit asian develop outlook present adb countri director bangladesh hoe yun jeong make open close remark good respond queri report adb countri economist chandan sapkota make powerpoint present press confer cite persist econom challeng expect economi recov next fiscal year polit instabl natur hazard factori disrupt due worker protest high inflat weigh demand overal growth say agricultur growth like moder follow repeat flood industri growth expect improv margin rebind manufactur aid export growth ad report"
"science-technology","https://www.risingbd.com/english/science-technology/news/111568","Bengal Group chairman sent to jail","09/04/2025","A Dhaka court on Wednesday ordered the detention of Bengal Group Chairman and former MP of Noakhali-2, Morshed Alam, in connection with the murder of 13-year-old Md. Shamim during an anti-discrimination protest. A Detective Branch of police arrested Alam on Monday night from Gulshan-2 and produced him before the court on Tuesday. PBI Sub-Inspector Shaheen Mia appealed to keep him in custody, while the defense sought bail. After hearing both sides, the court denied bail and sent Alam to jail. On October 3, Shamim’s mother, Jahanara Begum, filed a case with Dhanmondi Police Station naming 128 individuals, including former Prime Minister Sheikh Hasina. Morshed Alam is also the chairman of private TV channel RTV and served as a member of parliament in the 10th, 11th, and 12th national elections from Noakhali-2 (Senbagh and parts of Sonaimuri).","bengal group chairman send jail","dhaka court wednesdai order detent bengal group chairman former mp noakhali morsh alam connect murder yearold md shamim antidiscrimin protest detect branch polic arrest alam mondai night gulshan produc court tuesdai pbi subinspector shaheen mia appeal keep custodi defens seek bail hear side court deni bail send alam jail octob shamim’ mother jahanara begum file case dhanmondi polic station name individu includ former prime minist sheikh hasina morsh alam also chairman privat tv channel rtv serv member parliament th th th nation elect noakhali senbagh part sonaimuri"
"science-technology","https://www.risingbd.com/english/science-technology/news/111569","Youngone Chairman Kihak Sung adorned with honorary citizenship","09/04/2025","Kihak Sung, Chairman of Youngone Corporation and a pioneer in Bangladesh's readymade garments (RMG) and textile sectors, has been awarded honorary citizenship of Bangladesh for his outstanding contributions to the industry and Bangladesh economy. Chief Adviser Prof Muhammad Yunus handed over the citizenship document to Sung at the formal inaugural ceremony of the Bangladesh Investment Summit-2025 at Hotel Intercontinental in the city on Wednesday. Youngone was the first investor in the textile and apparel export sector in May, 1980 and has been a pioneer in female employment in the industry. His meteoric rise in the textile arena is associated with the success of Youngone Corporation, over the years, as a pioneering investor in RMG and textile sector FDI which led investments both in Chattogram and Dhaka EPZs and lately in Korean EPZ. Kihak Sung served as President of the International Textile Manufacturers Federation (ITMF) for the 2018-20 term. Fabric Lagbe Ltd (innovation category), Walton, bkash (foreign investment), and Square Pharmaceutical (local company) were adorned with Excellence in Investment Award 2025. The chief adviser also conferred the awards. Baroness Rosie Winterton, UK's Trade Envoy to Bangladesh Óscar García Maceiras, CEO of Inditex and Apex Footwear Limited Managing Director Syed Nasim Manzur spoke to express their views on the investment front. Advisers to the interim government, including Finance Adviser Dr. Salehuddin Ahmed, Foreign Adviser Md Touhid Hossain, Commerce Adviser Sk Bashir Uddin, Law Adviser Dr Asif Nazrul and Executive Chairman of Bangladesh Investment Development Authority (BIDA), among others, joined the inaugural event. SDGs Affairs Principal Coordinator Lamiya Morshed and Chief Adviser's Press Secretary Shafiqul Alam also joined the event where Special Envoy Lutfey Siddiqi welcomed all. NativeClick Ads","youngon chairman kihak sing adorn honorari citizenship","kihak sing chairman youngon corpor pioneer bangladesh readymad garment rmg textil sector award honorari citizenship bangladesh outstand contribut industri bangladesh economi chief advis prof muhammad yunu hand citizenship document sing formal inaugur ceremoni bangladesh invest summit hotel intercontinent citi wednesdai youngon first investor textil apparel export sector mai pioneer femal employ industri meteor rise textil arena associ success youngon corpor year pioneer investor rmg textil sector fdi lead invest chattogram dhaka epz late korean epz kihak sing serv presid intern textil manufactur feder itmf term fabric lagb ltd innov categori walton bkash foreign invest squar pharmaceut local compani adorn excel invest award chief advis also confer award baro rosi winterton uk trade envoi bangladesh óscar garcía maceira ceo inditex apex footwear limit manag director sy nasim manzur speak express view invest front advis interim governmentern includ financ advis dr salehuddin ahm foreign advis md touhid hossain commerc advis sk bashir uddin law advis dr asif nazrul execut chairman bangladesh invest develop author bida among other join inaugur event sdg affair princip coordin lamiya morsh chief advis press secretari shafiqul alam also join event special envoi lutfei siddiqi welcom nativeclick ad"
"science-technology","https://www.risingbd.com/english/science-technology/news/111570","China imposes 84% tariffs on US goods ","09/04/2025","China has said it is raising its tariffs on U.S. products to 84%, up from its previously announced 34%, after President Trump's import duties on Chinese good went into effect April 9 at a rate of 104%. Mr. Trump's broad-based tariffs, which apply to imports of almost every nation, kicked in after midnight Eastern time in the U.S. The two countries have been involved in a game of tit-for-tat on trade, with Beijing standing firmly against each new tariff introduced by Washington. “The US escalation of tariffs on China is a mistake upon mistake, severely infringing upon China’s legitimate rights and interests, and seriously damaging the multilateral trading system based on rules,” China’s State Council Tariff Commission said in a statement announcing the fresh levy. The amped-up retaliation comes after China repeatedly warned that it would “fight to the end” if the US moved forward with further tariffs. On Wednesday, Trump’s additional levies on Chinese imports had originally been set to increase by 34 percentage points. But the president tacked on another 50 percentage points after Beijing refused to back down from the standoff. Prior to the most recent rounds of escalation, Trump had already imposed 20% levies on China. Source: Agencies","china impos tariff u good","china say rais tariff u product previous announc presid trump import duti chine good go effect april rate mr trump broadbas tariff appli import almost everi nation kick midnight eastern time u two countri involv game titfortat trade beij stand firmli new tariff introduc washington u escal tariff china mistak upon mistak sever infring upon china’ legitim right interest serious damag multilater trade system base rule china’ state council tariff commiss say statement announc fresh levi ampedup retali come china repeatedli warn fight end u move forward tariff wednesdai trump addit levi chine import origin set increas percentag point presid tack anoth percentag point beij refus back standoff prior recent round escal trump alreadi impos levi china sourc agenc"
"science-technology","https://www.risingbd.com/english/science-technology/news/111571","CA seeks greater collaboration with UK in enhancing healthcare system","09/04/2025","Chief Adviser Professor Muhammad Yunus has sought greater collaboration with the United Kingdom (UK) in strengthening Bangladesh’s healthcare system. He came up with the importance during a meeting with Baroness Rosie Winterton, the UK Trade Envoy to Bangladesh, at the State Guest House Jamuna on Wednesday. During the meeting, they reiterated their commitment to deepening bilateral ties, with Baroness Winterton acknowledging the ‘long and trusted history’ between the two nations. “We have a long history together, and we are pleased to see the direction of reforms being undertaken,” she said. Prof Yunus remarked that the country is passing through a transformative moment. “It’s a very critical time for us. We are focused on rebuilding institutions and reshaping priorities,” he said. Highlighting Bangladesh’s pressing need for a skilled healthcare workforce, Prof Yunus said, “We currently have a shortage of nurses. But nursing is not just a national concern—it’s a global necessity. We want to train more nurses not only for Bangladesh but also for the world.” The Chief Adviser invited UK support to strengthen Bangladesh’s under-resourced health sector. “Government-run health programmes are nearly non-functional,” he noted. NativeClick Ads “This is where the UK can play a vital role. Another promising area is pharmaceuticals. We urge you to support global access to vaccines by advocating for lifting patent protections so that every country can produce them affordably under a social business model,” the Chief Adviser said. The both sides also discussed broader areas of strategic cooperation, including education, the textile industry, defence, and aviation. Prof Yunus said, “We welcome UK support in improving our education system, modernising our textile sector, and exploring new areas of collaboration in defence and aviation.” The both leaders expressed interest in greater training, technology exchange, and long-term partnerships across these sectors. Bangladesh Investment Development Authority (BIDA) Executive Chairman Chowdhury Ashik Mahmud Bin Harun and SDG Coordinator Lamiya Morshed attended the meeting.","ca seek great collabor uk enhanc healthcar system","chief advis professor muhammad yunu seek great collabor unit kingdom uk strengthen bangladesh’ healthcar system come import meet baro rosi winterton uk trade envoi bangladesh state guest hous jamuna wednesdai meet reiter commit deepen bilater ti baro winterton acknowledg long trust histori two nation long histori togeth plea see direct reform undertake say prof yunu remark countri pass transform moment it’ critic time u focus rebuild institut reshap prioriti say highlight bangladesh’ press need skill healthcar workforc prof yunu say current shortag nurs nurs just nation concern it’ global necess want train nurs bangladesh also world chief advis invit uk support strengthen bangladesh’ underresourc health sector governmentrun health programm nearli nonfunct note nativeclick ad uk can plai vital role anoth promis area pharmaceut urg support global access vaccin advoc lift patent protect everi countri can produc afford social busi model chief advis say side also discuss broad area strateg cooper includ educ textil industri defenc aviat prof yunu say welcom uk support improv educ system modernis textil sector explor new area collabor defenc aviat leader express interest great train technologi exchang longterm partnership across sector bangladesh invest develop author bida execut chairman chowdhuri ashik mahmud bin harun sdg coordin lamiya morsh attend meet"
"science-technology","https://www.risingbd.com/english/science-technology/news/111572","Trump steps back from cliff edge of all-out global trade war","10/04/2025","For days, Donald Trump and his White House team had insisted they were fully committed to their decision to impose sweeping ""reciprocal"" tariffs on dozens of countries. They even derided a report on Tuesday that said the president was considering a 90-day pause – news that triggered a brief stock market surge, reports BBC today (April 10). But now that pause on higher tariff rates, with a few notable exceptions, is a reality. The reordering of the global economic order is on hold, and Trump's promise of a golden age of American manufacturing will have to wait. The White House has said that going big on tariffs and then hitting the pause button, before entering negotiations with individual countries, was the plan all along. ""We've had more than 75 countries contact us, and I imagine, after today, there will be more,"" Treasury Secretary Scott Bessent told reporters shortly after the announcement. That framing from the White House is not surprising, of course. And it is difficult to ignore the investor panic, tumbling bond market and growing chorus of Republican criticism and public disapproval that preceded the announcement. So was it a strategic retreat in the face of unexpected resistance, or yet another example of Trump's ""art of the deal"" negotiating strategy at work?","trump step back cliff edg allout global trade war","dai donald trump white hous team insist fulli commit decis impos sweep reciproc tariff dozen countri even derid report tuesdai say presid consid dai paus new trigger brief stock market surg report bbc todai april now paus high tariff rate notabl except realiti reorder global econom order hold trump promis golden ag american manufactur will wait white hous say go big tariff hit paus button enter negoti individu countri plan along countri contact u imagin todai will treasuri secretari scott bessent tell report shortli announc frame white hous surpris cours difficult ignor investor panic tumbl bond market grow choru republican critic public disapprov preced announc strateg retreat face unexpect resist yet anoth exampl trump art deal negoti strategi work"
"science-technology","https://www.risingbd.com/english/science-technology/news/111573","Dr Yunus thanks Trump for tariff pause","10/04/2025","Chief Adviser Professor Muhammad Yunus has thanked US President Donald Trump for granting a 90-day pause on the reciprocal tariffs announced earlier this week. In a post on X last night, Prof Yunus said: ""Thank you, Mr President (@POTUS) for responding positively to our request for 90-day pause on tariffs. We will continue to work with your administration in support of your trade agenda."" On April 7, Prof Yunus sent a letter to Donald Trump requesting him to postpone the application of a 37 percent tariff on Bangladeshi products in the US market.","dr yunu thank trump tariff paus","chief advis professor muhammad yunu thank u presid donald trump grant dai paus reciproc tariff announc early week post x last night prof yunu say thank mr presid potu respond posit request dai paus tariff will continu work administr support trade agendum april prof yunu send letter donald trump request postpon applic percent tariff bangladeshi product u market"
"science-technology","https://www.risingbd.com/english/science-technology/news/111574","SSC exams begin today","10/04/2025","The Secondary School Certificate (SSC) and its equivalent examinations-2025 will begin Thursday (April 10) and will end May 13. The three-hour tests will start at 10am. Candidates will be able to use ordinary scientific calculators during the exams. However, no one other than the center secretary will be allowed to use mobile phones in the exam halls. The Dhaka Metropolitan Police (DMP) has imposed a restriction on public movement within 200 yards of examination centres. The SSC and SSC (Vocational), Dakhil and Dakhil (Vocational) examinations will be held at various examination centers in Dhaka Metropolitan City. This year, around 19.28 lakh students are expected to sit for the exams, which is, on average, over one lakh fewer than that of the last four years.","ssc exam begin todai","secondari school certif ssc equival examin will begin thursdai april will end mai threehour test will start candid will abl us ordinari scientif calcul exam howev on center secretari will allow us mobil phone exam hall dhaka metropolitan polic dmp impos restrict public movement within yard examin centr ssc ssc vocat dakhil dakhil vocat examin will hold variou examin center dhaka metropolitan citi year around lakh student expect sit exam averag on lakh few last four year"
"science-technology","https://www.risingbd.com/english/science-technology/news/111575","2 ‘extortionists’ beaten to death in Kamrangirchar","10/04/2025","Two suspected extortionists were beaten to death and another injured by locals in the capital's Kamrangirchar on Wednesday night (April 9). The deceased were known as Nadim, 35, and Masud, 30. The incident took place around 9:30pm in the Sylheti Bazar area under Kamrangirchar Police Station, confirmed Officer-in-Charge (OC) Amirul Islam of the station. Locals and police claimed that they were organized robbers and extortionists. Monir Hossain, a victim of the incident, said that he lives in a rented house in Babul's house in Sylhet Bazar. He owns three rickshaws. He is also a rickshaw puller. On March 8, a group of tea shop owners led by Masud demanded a ransom of one lakh taka from Nur Mohammad. That day, Nur Mohammad was stabbed for not paying the ransom. When his wife tried to stop them, the attackers stabbed her too. Following the incident, Nur Mohammad filed a case with Kamrangirchar Police Station. They attacked him again. Meanwhile, the people of the Sylhet Bazar area became angry over the incident, surrounded them and beat them up. Kamrangirchar Police Station Officer-in-Charge (OC) Amirul Islam confirmed the matter.","extortionist beat death kamrangirchar","two suspect extortionist beat death anoth injur local capit kamrangirchar wednesdai night april deceas know nadim masud incid take place around pm sylheti bazar area kamrangirchar polic station confirm officerincharg oc amirul islam station local polic claim organ robber extortionist monir hossain victim incid say live rend hous babul hous sylhet bazar own three rickshaw also rickshaw puller march group tea shop owner lead masud demand ransom on lakh taka nur mohammad dai nur mohammad stab pai ransom wife tri stop attack stab follow incid nur mohammad file case kamrangirchar polic station attack meanwhil peopl sylhet bazar area becam angri incid surround beat kamrangirchar polic station officerincharg oc amirul islam confirm matter"
"science-technology","https://www.risingbd.com/english/science-technology/news/111576","France could recognise Palestinian state in June","10/04/2025","French President Emmanuel Macron said on Wednesday France could recognise a Palestinian state in June, adding that in turn some countries in the Middle East could recognise the state of Israel, reports reurters. ""We need to move towards recognition (of a Palestinian state). And so over the next few months, we will. I'm not doing it to please anyone. I'll do it because at some point it will be right,"" he said during an interview on France 5 television. ""And because I also want to take part in a collective dynamic that should also enable those who defend Palestine to recognise Israel in their turn, something that many of them are not doing."" Even though Palestine has been recognized as a sovereign state by almost 150 countries, most major Western powers have not, including the United States, Britain, France, Germany and Japan. Among countries that do not recognize Israel are Saudi Arabia, Iran, Iraq, Syria and Yemen. ""Our objective is somewhere in June, with Saudi Arabia, to chair this conference where we could finalise the movement towards reciprocal recognition by several countries,"" Macron said._Agencies.","franc recognis palestinian state june","french presid emmanuel macron say wednesdai franc recognis palestinian state june ad turn countri middl east recognis state israel report reurter need move toward recognit palestinian state next month will plea anyon will point will right say interview franc televis also want take part collect dynam also enabl defend palestin recognis israel turn someth mani even though palestin recogn sovereign state almost countri major western power includ unit state britain franc germani japan among countri recogn israel saudi arabia iran iraq syria yemen object somewher june saudi arabia chair confer finalis movement toward reciproc recognit sever countri macron saidag"
"science-technology","https://www.risingbd.com/english/science-technology/news/111577","SSC, equivalent exams begin","10/04/2025","The Secondary School Certificate (SSC) and equivalent examinations for 2025 began across the country on Thursday morning (April 10). The theoretical exams started with Bangla (first paper) while the duration of the exams are from 10:00 am to 1:00 pm. Besides, the practical exams are slated for May 15 to 22. This year, around 19.28 lakh students under 11 educational boards are expected to sit for the exams. According to the revised schedule released by the Board of Intermediate and Higher Secondary Education, Dhaka, the tests will continue until May 13.","ssc equival exam begin","secondari school certif ssc equival examin begin across countri thursdai morn april theoret exam start bangla first paper durat exam prime minist besid practice exam slate mai year around lakh student educ board expect sit exam accord revis schedul releas board intermedi high secondari educ dhaka test will continu mai"
"science-technology","https://www.risingbd.com/english/science-technology/news/111578","Arrest warrant against Hasina, Putul, 16 others in graft case","10/04/2025","A Dhaka court has issued arrest warrants against 18 people, including former prime minister Sheikh Hasina and her daughter Saima Wazed Putul, in a case filed over irregularities in allocation of plots in the Purbachal project. Dhaka Metropolitan Senior Special Judge's Court Judge Zakir Hossain Galib passed the order on Thursday (April 10). The court also set May 4 for submitting probe report in the case, ACC public prosecutor Mir Ahammed Salam told BSS. Anti-Corruption Commission (ACC) filed the case on January 12, 2025 against 16 people, including ousted Prime Minister Sheikh Hasina and Saima Wazed Putul and submitted the charge-sheet on March 10, adding names of two more accused, bringing the total number of accused to 18. The other accused in the case are Ministry of Housing and Public Works administrative officer Md Saiful Islam Sarkar, senior assistant secretary Purobi Goldar, additional secretary Qazi Wasi Uddin, secretary Md Shahid Ullah Khandaker, former Rajuk chairman's personal assistant Md Anisur Rahman Miah, former Rajuk member Mohammad Khurshid Alam, Kabir Al Asad, Tanmay Das, Mohammad Nasir Uddin, Major (retd) Samsuddin Ahmed Chowdhury, Md Nurul Islam, Sheikh Shahinul Islam, Md Hafizur Rahman, Habibur Rahman, then prime minister's personal secretary-1 Mohammad Salahuddin and former state minister Sharif Ahmed. Earlier, on January 12, ACC Assistant Director Afnan Jannat Keya filed the case as the plaintiff. Aminul Islam, Assistant Director of the Prosecution Division of the ACC Court, confirmed the matter.","arrest warrant hasina putul other graft case","dhaka court issu arrest warrant peopl includ former prime minist sheikh hasina daughter saima waze putul case file irregular alloc plot purbach project dhaka metropolitan senior special judg court judg zakir hossain galib pass order thursdai april court also set mai submit probe report case acc public prosecutor mir aham salam tell bss anticorrupt commiss acc file case januari peopl includ oust prime minist sheikh hasina saima waze putul submit chargesheet march ad name two accus bring total numb accus accus case ministri hous public work administr offic md saiful islam sarkar senior assist secretari purobi goldar addit secretari qazi wasi uddin secretari md shahid ullah khandak former rajuk chairman person assist md anisur rahman miah former rajuk member mohammad khurshid alam kabir al asad tanmai da mohammad nasir uddin major retd samsuddin ahm chowdhuri md nurul islam sheikh shahinul islam md hafizur rahman habibur rahman prime minist person secretari mohammad salahuddin former state minist sharif ahm early januari acc assist director afnan jannat keya file case plaintiff aminul islam assist director prosecut divis acc court confirm matter"
"science-technology","https://www.risingbd.com/english/science-technology/news/111579","33 abducted fishermen rescued from Sundarbans","10/04/2025","Members of Coast Guard have rescued 33 fishermen, including six women, who were kidnapped in the Sundarbans. Coast Guard media official Lieutenant Commander Siam-ul-Haque confirmed the news on Thursday morning (April 10). The rescued individuals are from Khulna’s Koyra. The process is underway to hand them over to their families. Siam-ul-Haque said that members of the Karim Sharif bandit force kidnapped 33 fishermen while they were fishing fish and crabs in the Koyra area of Khulna. Later, the kidnappers demanded a ransom of Tk 10,000 each. He also said that on information, the Coast Guard members conducted a raid in the Mallakhali area of the Karkari River in the Sundarbans. Meanwhile, sensing the presence of the Coast Guard, the bandits quickly fled into the forest, firing blank shots. Later, the fishermen were rescued from the area.","abduct fisherman rescu sundarban","member coast guard rescu fisherman includ six woman kidnap sundarban coast guard medium offici lieuten command siamulhaqu confirm new thursdai morn april rescu individu khulna’ koyra process underwai hand famili siamulhaqu say member karim sharif bandit forc kidnap fisherman fish fish crab koyra area khulna late kidnapp demand ransom tk also say inform coast guard member conduct raid mallakhali area karkari river sundarban meanwhil sens presenc coast guard bandit quickli flee forest fire blank shoot late fisherman rescu area"
